Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Age
276,50,RL,55.0,7264,1,,1,Lvl,1,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3.0,3.0,No,1.0,0,1.0,0,952,952,GasW,4,0,SBrkr,952,596,0,1548,0,0,2,1,3,1,5,5,0,0,0.0,Detchd,1978.0,Unf,2,672,3.0,3.0,1,74,0,0,0,144,0,0.0,0.0,,0,10,2009,WD,Normal,205000,97
277,20,RL,129.0,9196,1,,0,Lvl,1,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5.0,3.0,No,1.0,0,1.0,0,1560,1560,GasA,5,1,SBrkr,1560,0,0,1560,0,0,2,0,3,1,4,7,0,0,0.0,Attchd,2003.0,Fin,2,573,3.0,3.0,1,100,150,0,0,0,0,0.0,0.0,,0,4,2010,WD,Normal,201000,19
278,20,RL,140.0,19138,1,,1,Lvl,1,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,No,2.0,120,1.0,0,744,864,GasA,5,1,SBrkr,864,0,0,864,0,0,1,0,2,1,3,4,0,0,0.0,Detchd,1951.0,Unf,2,400,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,,0,6,2010,WD,Normal,141000,71
279,20,RL,107.0,14450,1,,1,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,5,3,PConc,5.0,3.0,Gd,1.0,0,1.0,0,2121,2121,GasA,5,1,SBrkr,2121,0,0,2121,0,0,2,1,3,1,5,8,0,1,5.0,Attchd,2007.0,Fin,3,732,3.0,3.0,1,124,98,0,0,142,0,0.0,0.0,,0,5,2007,New,Partial,415298,16
280,60,RL,83.0,10005,1,,1,Lvl,1,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,3,3,CBlock,4.0,3.0,No,4.0,392,1.0,0,768,1160,GasA,5,1,SBrkr,1156,866,0,2022,0,0,2,1,4,1,3,8,0,1,3.0,Attchd,1977.0,Fin,2,505,3.0,3.0,1,288,117,0,0,0,0,0.0,0.0,,0,3,2008,WD,Normal,192000,45
281,60,RL,82.0,11287,1,,1,Lvl,1,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,4,3,CBlock,4.0,3.0,Av,6.0,421,1.0,0,386,807,GasA,4,1,SBrkr,1175,807,0,1982,0,0,2,1,3,1,4,7,0,1,3.0,Attchd,1989.0,Fin,2,575,3.0,3.0,1,0,84,0,196,0,0,0.0,0.0,,0,1,2007,WD,Normal,228500,33
282,20,FV,60.0,7200,1,1.0,1,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,4,3,PConc,4.0,3.0,No,6.0,905,1.0,0,357,1262,GasA,4,1,SBrkr,1262,0,0,1262,0,0,2,0,2,1,4,5,0,0,0.0,Attchd,2006.0,Fin,2,572,3.0,3.0,1,0,120,0,0,0,0,0.0,0.0,,0,5,2006,New,Partial,185000,16
283,120,RL,34.0,5063,1,,1,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,4,3,PConc,4.0,3.0,No,6.0,904,1.0,0,410,1314,GasA,5,1,SBrkr,1314,0,0,1314,1,0,2,0,2,1,4,6,0,1,4.0,Attchd,2008.0,RFn,2,626,3.0,3.0,1,172,62,0,0,0,0,0.0,0.0,,0,4,2009,ConLw,Normal,207500,15
284,20,RL,74.0,9612,1,,1,Lvl,1,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,4,3,PConc,4.0,3.0,No,1.0,0,1.0,0,1468,1468,GasA,5,1,SBrkr,1468,0,0,1468,0,0,2,0,3,1,4,6,0,1,4.0,Attchd,2008.0,Fin,3,898,3.0,3.0,1,210,150,0,0,0,0,0.0,0.0,,0,12,2009,New,Partial,244600,14
285,120,RL,50.0,8012,1,,1,Lvl,1,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,None,0.0,4,3,PConc,4.0,3.0,No,6.0,430,1.0,0,1145,1575,GasA,4,1,SBrkr,1575,0,0,1575,1,0,2,0,2,1,4,5,0,0,0.0,Attchd,1992.0,RFn,2,529,3.0,3.0,1,0,0,52,0,0,0,0.0,0.0,,0,7,2007,WD,Normal,179200,30
286,160,FV,35.0,4251,1,1.0,0,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4.0,3.0,No,1.0,0,1.0,0,625,625,GasA,5,1,SBrkr,625,625,0,1250,0,0,2,1,2,1,4,5,0,0,0.0,Detchd,2006.0,RFn,2,528,3.0,3.0,1,0,54,0,0,0,0,0.0,0.0,,0,6,2007,New,Partial,164700,16
287,50,RL,77.0,9786,1,,0,Bnk,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,No,3.0,600,1.0,0,312,912,GasA,3,1,SBrkr,1085,649,0,1734,0,0,1,1,3,1,4,7,0,1,4.0,Attchd,1962.0,RFn,2,440,3.0,3.0,1,0,0,0,0,128,0,0.0,4.0,,0,6,2006,WD,Normal,159000,60
288,20,RL,,8125,1,,0,Lvl,1,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,No,4.0,614,1.0,0,244,858,GasA,3,1,SBrkr,858,0,0,858,0,0,1,0,3,1,3,5,0,0,0.0,,,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0.0,,0,6,2006,WD,Normal,88000,51
289,20,RL,,9819,1,,0,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,3,4,CBlock,3.0,3.0,No,4.0,450,1.0,0,432,882,GasA,3,1,SBrkr,900,0,0,900,0,0,1,0,3,1,3,5,0,0,0.0,Detchd,1970.0,Unf,1,280,3.0,3.0,1,0,0,0,0,0,0,0.0,3.0,,0,2,2010,WD,Normal,122000,55
290,70,RL,60.0,8730,1,,1,Lvl,1,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,No,1.0,0,1.0,0,698,698,GasA,5,1,FuseA,698,698,0,1396,0,0,1,0,3,1,3,7,0,0,0.0,Detchd,2003.0,Unf,1,384,3.0,3.0,1,0,0,0,0,259,0,0.0,0.0,,0,7,2007,WD,Normal,153575,107
291,60,RL,120.0,15611,1,,1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,Av,1.0,0,1.0,0,1079,1079,GasA,5,1,SBrkr,1079,840,0,1919,0,0,2,1,3,1,4,8,0,1,4.0,Attchd,2006.0,RFn,2,685,4.0,3.0,1,0,51,0,0,0,0,0.0,0.0,,0,7,2006,New,Partial,233230,16
292,190,RL,55.0,5687,1,0.0,1,Bnk,1,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,3.0,2.0,No,3.0,210,1.0,0,570,780,GasA,5,0,SBrkr,936,780,0,1716,1,0,2,0,6,1,2,9,0,0,0.0,,,0,0,0,0.0,0.0,0,0,184,0,0,0,0,0.0,0.0,,0,3,2008,WD,Normal,135900,110
293,50,RL,60.0,11409,1,,1,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,No,2.0,292,1.0,0,476,768,GasA,4,1,SBrkr,1148,568,0,1716,0,0,1,1,3,1,3,8,2,1,4.0,Attchd,1949.0,Unf,1,281,3.0,3.0,1,0,0,0,0,160,0,0.0,0.0,,0,1,2009,WD,Normal,131000,73
294,60,RL,,16659,1,,0,Lvl,1,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,3,3,CBlock,3.0,3.0,No,5.0,795,1.0,0,0,795,GasA,2,1,SBrkr,1468,795,0,2263,1,0,2,1,3,1,4,9,0,1,3.0,Attchd,1977.0,Fin,2,539,3.0,3.0,1,0,250,0,0,0,0,0.0,0.0,,0,3,2006,WD,Normal,235000,45
295,20,RL,80.0,9600,1,,1,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,3,3,CBlock,3.0,3.0,No,6.0,1285,1.0,0,131,1416,GasA,3,1,SBrkr,1644,0,0,1644,1,0,1,0,3,1,3,7,0,2,4.0,Attchd,1953.0,Fin,2,418,3.0,3.0,1,110,0,0,0,0,0,0.0,0.0,,0,10,2009,WD,Normal,167000,69
296,80,RL,37.0,7937,1,,0,Lvl,1,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,Av,6.0,819,1.0,0,184,1003,GasA,3,1,SBrkr,1003,0,0,1003,1,0,1,0,3,1,3,6,0,0,0.0,Detchd,1984.0,Unf,2,588,3.0,3.0,1,120,0,0,0,0,0,0.0,4.0,,0,3,2006,WD,Normal,142500,38
297,50,RM,75.0,13710,1,,1,Lvl,1,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,No,4.0,420,1.0,0,490,910,GasA,3,1,FuseA,910,648,0,1558,0,0,1,1,4,1,3,6,0,0,0.0,Attchd,1950.0,Unf,1,282,3.0,3.0,1,289,0,0,0,0,0,0.0,3.0,,0,6,2007,WD,Normal,152000,72
298,60,FV,66.0,7399,1,1.0,0,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,4,3,PConc,4.0,3.0,No,4.0,649,1.0,0,326,975,GasA,5,1,SBrkr,975,975,0,1950,0,0,2,1,3,1,4,7,0,1,3.0,Detchd,1997.0,RFn,2,576,3.0,3.0,1,0,10,0,0,198,0,0.0,0.0,,0,6,2007,WD,Normal,239000,25
299,60,RL,90.0,11700,1,,1,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,4,3,CBlock,3.0,3.0,No,5.0,384,3.0,175,143,702,GasA,4,1,SBrkr,1041,702,0,1743,0,1,1,2,3,1,3,7,0,1,4.0,Attchd,1968.0,Unf,2,539,3.0,3.0,1,224,0,0,0,0,0,0.0,0.0,,0,6,2007,WD,Normal,175000,54
300,20,RL,80.0,14000,1,,1,Lvl,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3.0,3.0,No,1.0,0,1.0,0,1092,1092,GasA,5,1,SBrkr,1152,0,0,1152,0,1,1,0,3,1,4,6,0,1,4.0,Attchd,1950.0,Unf,1,300,3.0,3.0,1,0,36,0,0,0,0,0.0,4.0,,0,8,2009,WD,Family,158500,72
301,190,RL,90.0,15750,1,,1,Lvl,1,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,3,3,CBlock,3.0,3.0,Mn,4.0,841,1.0,0,324,1165,GasA,3,1,SBrkr,1336,0,0,1336,1,0,1,0,2,1,3,5,0,2,4.0,Attchd,1953.0,Unf,1,375,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,,0,6,2006,WD,Normal,157000,69
302,60,RL,66.0,16226,1,,0,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,No,6.0,281,1.0,0,747,1028,GasA,5,1,SBrkr,1210,1242,0,2452,0,0,2,1,4,1,4,9,0,1,3.0,BuiltIn,1998.0,Fin,2,683,3.0,3.0,1,208,50,0,0,0,0,0.0,0.0,,0,5,2007,WD,Normal,267000,24
303,20,RL,118.0,13704,1,,0,Lvl,1,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,4,3,PConc,4.0,3.0,No,1.0,0,1.0,0,1541,1541,GasA,5,1,SBrkr,1541,0,0,1541,0,0,2,0,3,1,4,6,0,1,3.0,Attchd,2001.0,RFn,3,843,3.0,3.0,1,468,81,0,0,0,0,0.0,0.0,,0,1,2006,WD,Normal,205000,21
304,20,RL,70.0,9800,1,,1,Lvl,1,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3.0,3.0,No,5.0,894,1.0,0,0,894,GasA,3,1,SBrkr,894,0,0,894,1,0,1,0,3,1,3,5,0,0,0.0,Attchd,1975.0,Unf,2,552,3.0,3.0,1,256,0,0,0,0,0,0.0,2.0,,0,7,2006,WD,Abnorml,149900,50
305,75,RM,87.0,18386,1,,1,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,BrkTil,3.0,3.0,No,1.0,0,1.0,0,1470,1470,GasA,5,1,SBrkr,1675,1818,0,3493,0,0,3,0,3,1,4,10,0,1,5.0,Attchd,2003.0,Unf,3,870,3.0,3.0,1,302,0,0,0,0,0,0.0,0.0,,0,5,2008,WD,Normal,295000,142
306,20,RL,80.0,10386,1,,1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,4,3,PConc,4.0,3.0,No,6.0,1464,1.0,0,536,2000,GasA,5,1,SBrkr,2000,0,0,2000,1,0,2,0,3,1,4,8,0,0,0.0,Attchd,2004.0,Fin,3,888,3.0,3.0,1,168,0,0,0,0,0,0.0,0.0,,0,7,2007,WD,Normal,305900,18
307,60,RL,116.0,13474,1,,1,Lvl,1,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,4,3,CBlock,4.0,3.0,No,5.0,700,1.0,0,0,700,GasA,4,1,SBrkr,1122,1121,0,2243,1,0,2,1,4,1,4,8,0,1,3.0,Attchd,1990.0,RFn,3,746,3.0,3.0,1,127,44,224,0,0,0,0.0,0.0,,0,6,2007,WD,Normal,225000,32
308,50,RM,,7920,1,0.0,0,Lvl,1,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3.0,3.0,No,1.0,0,1.0,0,319,319,GasA,3,1,FuseA,1035,371,0,1406,0,0,1,0,3,1,2,6,0,0,0.0,,,0,0,0,0.0,0.0,0,0,144,0,0,0,0,0.0,3.0,,0,3,2008,WD,Normal,89500,102
309,30,RL,,12342,1,,0,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,No,4.0,262,1.0,0,599,861,GasA,5,1,SBrkr,861,0,0,861,0,0,1,0,1,1,3,4,0,0,0.0,Detchd,1961.0,Unf,2,539,3.0,3.0,1,158,0,0,0,0,0,0.0,0.0,,0,3,2009,WD,Normal,82500,82
310,20,RL,90.0,12378,1,,0,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5.0,3.0,Gd,6.0,1274,1.0,0,622,1896,GasA,5,1,SBrkr,1944,0,0,1944,1,0,2,0,3,1,5,8,0,3,5.0,Attchd,2003.0,Fin,3,708,3.0,3.0,1,208,175,0,0,0,0,0.0,0.0,,0,11,2006,WD,Normal,360000,19
311,60,RL,,7685,1,,0,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,3,3,PConc,4.0,3.0,No,5.0,518,1.0,0,179,697,GasA,4,1,SBrkr,697,804,0,1501,0,0,2,1,3,1,4,6,0,1,3.0,Attchd,1993.0,Fin,2,420,3.0,3.0,1,190,63,0,0,0,0,0.0,0.0,,0,5,2006,WD,Normal,165600,29
312,20,RL,50.0,8000,1,,1,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3.0,3.0,No,5.0,680,1.0,0,292,972,GasA,5,1,SBrkr,972,0,0,972,1,0,1,0,2,1,3,5,0,1,4.0,Detchd,1948.0,Unf,1,240,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,,0,5,2009,WD,Normal,132000,74
313,190,RM,65.0,7800,1,,1,Lvl,1,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4.0,3.0,Mn,3.0,507,1.0,0,286,793,GasA,3,1,SBrkr,793,325,0,1118,1,0,1,0,3,1,3,5,0,1,4.0,Detchd,1939.0,Unf,2,410,3.0,3.0,1,0,0,0,0,271,0,0.0,3.0,,0,5,2006,WD,Normal,119900,83
314,20,RL,150.0,215245,1,,0,Low,1,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,4.0,3.0,Gd,5.0,1236,3.0,820,80,2136,GasW,3,1,SBrkr,2036,0,0,2036,2,0,2,0,3,1,3,8,0,2,4.0,Attchd,1965.0,RFn,2,513,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,,0,6,2009,WD,Normal,375000,57
315,70,RM,60.0,9600,1,0.0,1,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,4.0,No,2.0,16,1.0,0,712,728,GasA,5,1,SBrkr,832,809,0,1641,0,1,1,1,3,1,5,6,0,1,4.0,Detchd,1925.0,Unf,2,546,2.0,3.0,1,0,0,234,0,0,0,0.0,0.0,,0,8,2006,WD,Normal,178000,97
316,60,RL,71.0,7795,1,,0,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,No,6.0,425,1.0,0,291,716,GasA,5,1,SBrkr,716,716,0,1432,1,0,2,1,3,1,4,6,0,1,4.0,Attchd,2004.0,Fin,2,432,3.0,3.0,1,100,51,0,0,0,0,0.0,0.0,,0,7,2009,WD,Normal,188500,18
317,60,RL,94.0,13005,1,,0,Lvl,1,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,4,3,CBlock,4.0,3.0,No,6.0,692,1.0,0,153,845,GasA,3,1,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,5,10,0,1,3.0,Attchd,1983.0,RFn,2,484,3.0,3.0,1,288,195,0,0,0,0,0.0,4.0,,0,8,2009,WD,Normal,260000,42
318,60,FV,75.0,9000,1,,1,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,Av,1.0,0,1.0,0,1088,1088,GasA,5,1,SBrkr,1088,871,0,1959,0,0,2,1,3,1,4,8,0,1,4.0,Attchd,2006.0,RFn,3,1025,3.0,3.0,1,208,46,0,0,0,0,0.0,0.0,,0,12,2007,WD,Normal,270000,16
319,60,RL,90.0,9900,1,,1,Low,1,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,4,3,PConc,4.0,3.0,Gd,6.0,987,1.0,0,360,1347,GasA,5,1,SBrkr,1372,1274,0,2646,1,0,2,1,4,1,4,9,0,1,3.0,Attchd,1993.0,RFn,3,656,3.0,3.0,1,340,60,144,0,0,0,0.0,0.0,,0,4,2009,WD,Normal,260000,29
320,80,RL,,14115,1,,1,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,3,3,CBlock,4.0,3.0,Av,6.0,1036,1.0,0,336,1372,GasA,3,1,SBrkr,1472,0,0,1472,1,0,2,0,3,1,3,6,0,2,3.0,Attchd,1980.0,Unf,2,588,3.0,3.0,1,233,48,0,0,0,0,0.0,0.0,,0,6,2009,WD,Normal,187500,42
321,60,RL,111.0,16259,1,,1,Lvl,1,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,3,3,PConc,5.0,4.0,Av,1.0,0,1.0,0,1249,1249,GasA,5,1,SBrkr,1249,1347,0,2596,0,0,3,1,4,1,4,9,0,0,0.0,Attchd,2006.0,RFn,3,840,3.0,3.0,1,240,154,0,0,0,0,0.0,0.0,,0,9,2006,New,Partial,342643,16
322,60,RL,99.0,12099,1,,0,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,4,3,PConc,5.0,3.0,Av,6.0,970,1.0,0,166,1136,GasA,5,1,SBrkr,1136,1332,0,2468,1,0,2,1,4,1,4,10,0,1,4.0,BuiltIn,2004.0,Fin,3,872,3.0,3.0,1,184,154,0,0,0,0,0.0,0.0,,0,6,2007,WD,Normal,354000,18
323,60,RL,86.0,10380,1,,0,Lvl,1,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,4,3,CBlock,3.0,3.0,Gd,2.0,28,5.0,1474,0,1502,GasA,5,1,SBrkr,1553,1177,0,2730,1,0,2,1,4,1,4,8,0,1,3.0,Attchd,1987.0,Fin,2,576,3.0,3.0,1,201,96,0,0,0,0,0.0,3.0,,0,8,2007,WD,Normal,301000,36
324,20,RM,49.0,5820,1,,1,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3.0,3.0,No,5.0,256,1.0,0,906,1162,GasA,5,1,SBrkr,1163,0,0,1163,1,0,1,0,3,1,3,6,0,0,0.0,Attchd,1955.0,Unf,1,220,2.0,3.0,1,142,98,0,0,0,0,0.0,0.0,,0,7,2006,WD,Normal,126175,67
325,80,RL,96.0,11275,1,,1,Lvl,1,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,4,4,CBlock,4.0,3.0,No,1.0,0,1.0,0,710,710,GasA,5,1,SBrkr,1898,1080,0,2978,0,0,2,1,5,1,4,11,0,1,4.0,BuiltIn,1961.0,Fin,2,564,3.0,3.0,1,240,0,0,0,0,0,0.0,0.0,,0,6,2010,WD,Normal,242000,55
326,45,RM,50.0,5000,1,,1,Lvl,1,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,Av,4.0,116,1.0,0,604,720,GasA,1,0,FuseF,803,0,0,803,0,0,1,0,2,1,3,5,0,0,0.0,Detchd,1941.0,Unf,2,360,3.0,3.0,1,0,0,244,0,0,0,0.0,0.0,,0,12,2007,WD,Normal,87000,81
327,120,RL,32.0,10846,1,,0,Lvl,1,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,PConc,4.0,3.0,Gd,6.0,1619,1.0,0,100,1719,GasA,5,1,SBrkr,1719,0,0,1719,2,0,1,1,1,1,4,6,0,2,4.0,Attchd,1993.0,Fin,2,473,3.0,3.0,1,122,30,0,0,0,0,0.0,0.0,,0,5,2008,Con,Normal,324000,29
328,20,RL,80.0,11600,1,,1,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,3,3,CBlock,3.0,3.0,No,3.0,565,1.0,0,818,1383,GasA,3,1,SBrkr,1383,0,0,1383,0,0,1,1,3,1,3,7,0,0,0.0,Attchd,1960.0,RFn,1,292,3.0,3.0,1,0,45,0,0,0,0,0.0,0.0,,0,4,2006,WD,Normal,145250,62
329,75,RL,,11888,1,1.0,0,Bnk,1,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,3.0,3.0,No,1.0,0,1.0,0,844,844,GasA,4,0,FuseA,1445,689,0,2134,0,0,2,0,5,1,4,10,0,0,0.0,Detchd,1930.0,Unf,2,441,3.0,3.0,1,0,60,268,0,0,0,0.0,0.0,,0,7,2009,WD,Normal,214500,106
